date,input1,input2,input3,input4,target
2010-01-26,29.0,16.0,20.0,134.0,221.0
2010-01-27,99.0,17.0,41.0,129.0,117.0
2010-01-28,9.0,2.0,24.0,179.0,261.0
2010-01-29,86.0,9.0,32.0,129.0,25.0
2010-01-30,82.0,13.0,14.0,167.0,209.0
2010-01-31,21.0,21.0,56.0,171.0,203.0
2010-02-01,60.0,21.0,35.0,139.0,119.0
2010-02-02,100.0,22.0,59.0,187.0,193.0
2010-02-03,63.0,23.0,45.0,103.0,246.0
2010-02-04,80.0,12.0,20.0,195.0,200.0
2010-02-05,44.0,27.0,36.0,149.0,202.0
2010-02-06,28.0,12.0,32.0,195.0,169.0
2010-02-07,71.0,23.0,40.0,172.0,102.0
2010-02-08,96.0,28.0,32.0,140.0,224.0
2010-02-09,49.0,24.0,20.0,157.0,278.0
2010-02-10,88.0,10.0,20.0,165.0,175.0
2010-02-11,53.0,9.0,46.0,143.0,225.0
2010-02-12,83.0,24.0,43.0,121.0,133.0
2010-02-13,11.0,10.0,37.0,148.0,231.0
2010-02-14,49.0,13.0,34.0,174.0,54.0
2010-02-15,71.0,1.0,38.0,195.0,139.0
2010-02-16,86.0,11.0,11.0,151.0,154.0
2010-02-17,62.0,19.0,34.0,176.0,200.0
2010-02-18,68.0,19.0,29.0,183.0,181.0
2010-02-19,30.0,25.0,56.0,138.0,188.0
2010-02-20,66.0,26.0,52.0,103.0,131.0
2010-02-21,8.0,9.0,39.0,186.0,217.0
2010-02-22,50.0,28.0,35.0,129.0,41.0
2010-02-23,19.0,29.0,12.0,130.0,188.0
2010-02-24,95.0,11.0,35.0,128.0,119.0
2010-02-25,26.0,19.0,20.0,110.0,227.0
2010-02-26,85.0,17.0,27.0,188.0,118.0
2010-02-27,14.0,22.0,27.0,159.0,226.0
2010-02-28,39.0,11.0,45.0,179.0,98.0
2010-03-01,41.0,17.0,27.0,169.0,109.0
2010-03-02,84.0,29.0,58.0,111.0,154.0
2010-03-03,34.0,3.0,42.0,154.0,240.0
2010-03-04,48.0,23.0,19.0,189.0,65.0
2010-03-05,51.0,1.0,27.0,155.0,164.0
2010-03-06,61.0,11.0,42.0,170.0,109.0
2010-03-07,95.0,26.0,47.0,121.0,164.0
2010-03-08,64.0,3.0,42.0,122.0,275.0
2010-03-09,49.0,24.0,20.0,136.0,152.0
2010-03-10,70.0,1.0,45.0,109.0,174.0
2010-03-11,61.0,22.0,29.0,146.0,147.0
2010-03-12,59.0,1.0,27.0,155.0,189.0
2010-03-13,96.0,6.0,37.0,191.0,132.0
2010-03-14,47.0,21.0,46.0,123.0,225.0
2010-03-15,8.0,6.0,13.0,158.0,156.0
2010-03-16,4.0,5.0,21.0,101.0,42.0
2010-03-17,45.0,19.0,17.0,195.0,14.0
2010-03-18,21.0,5.0,31.0,199.0,144.0
2010-03-19,58.0,21.0,54.0,194.0,50.0
2010-03-20,91.0,4.0,33.0,161.0,186.0
2010-03-21,97.0,26.0,17.0,159.0,189.0
2010-03-22,22.0,26.0,46.0,152.0,274.0
2010-03-23,59.0,1.0,29.0,180.0,112.0
2010-03-24,47.0,13.0,59.0,125.0,116.0
2010-03-25,6.0,6.0,55.0,135.0,119.0
2010-03-26,76.0,7.0,11.0,123.0,32.0
2010-03-27,55.0,8.0,28.0,166.0,174.0
2010-03-28,62.0,19.0,52.0,160.0,142.0
2010-03-29,76.0,16.0,49.0,173.0,162.0
2010-03-30,99.0,3.0,14.0,102.0,188.0
2010-03-31,10.0,26.0,37.0,193.0,211.0
2010-04-01,37.0,18.0,37.0,112.0,92.0
2010-04-02,56.0,7.0,41.0,163.0,128.0
2010-04-03,62.0,27.0,32.0,139.0,129.0
2010-04-04,82.0,28.0,37.0,156.0,207.0
2010-04-05,4.0,3.0,18.0,132.0,243.0
2010-04-06,45.0,3.0,54.0,147.0,15.0
2010-04-07,72.0,14.0,24.0,167.0,99.0
2010-04-08,75.0,10.0,14.0,116.0,191.0
2010-04-09,89.0,7.0,33.0,164.0,190.0
2010-04-10,65.0,23.0,51.0,177.0,193.0
2010-04-11,25.0,20.0,33.0,129.0,204.0
2010-04-12,97.0,15.0,29.0,193.0,125.0
2010-04-13,48.0,30.0,14.0,194.0,246.0
2010-04-14,85.0,2.0,47.0,113.0,192.0
2010-04-15,2.0,21.0,59.0,112.0,172.0
2010-04-16,97.0,20.0,38.0,154.0,73.0
2010-04-17,30.0,20.0,11.0,176.0,236.0
2010-04-18,68.0,2.0,19.0,109.0,141.0
2010-04-19,79.0,3.0,20.0,114.0,130.0
2010-04-20,34.0,0.0,34.0,139.0,156.0
2010-04-21,61.0,16.0,25.0,131.0,45.0
2010-04-22,95.0,0.0,55.0,146.0,177.0
2010-04-23,33.0,12.0,38.0,168.0,186.0
2010-04-24,41.0,25.0,25.0,167.0,106.0
2010-04-25,55.0,19.0,50.0,178.0,175.0
2010-04-26,98.0,23.0,12.0,187.0,167.0
2010-04-27,15.0,27.0,45.0,172.0,263.0
2010-04-28,97.0,13.0,19.0,117.0,118.0
2010-04-29,1.0,18.0,58.0,168.0,243.0
2010-04-30,40.0,1.0,49.0,130.0,39.0
2010-05-01,17.0,29.0,47.0,150.0,88.0
2010-05-02,83.0,10.0,22.0,121.0,119.0
2010-05-03,25.0,14.0,38.0,184.0,192.0
2010-05-04,1.0,4.0,33.0,146.0,99.0
2010-05-05,59.0,22.0,29.0,152.0,20.0
2010-05-06,40.0,2.0,34.0,133.0,176.0
2010-05-07,34.0,27.0,46.0,179.0,80.0
2010-05-08,83.0,25.0,47.0,123.0,164.0
2010-05-09,3.0,25.0,21.0,103.0,248.0
2010-05-10,71.0,11.0,49.0,126.0,79.0
2010-05-11,33.0,14.0,31.0,145.0,180.0
2010-05-12,20.0,22.0,49.0,151.0,115.0
2010-05-13,59.0,14.0,21.0,185.0,111.0
2010-05-14,45.0,28.0,52.0,168.0,153.0
2010-05-15,2.0,11.0,21.0,145.0,189.0
2010-05-16,47.0,28.0,29.0,167.0,32.0
2010-05-17,94.0,22.0,15.0,137.0,179.0
2010-05-18,84.0,17.0,21.0,159.0,262.0
2010-05-19,31.0,14.0,53.0,191.0,229.0
2010-05-20,20.0,3.0,17.0,136.0,107.0
2010-05-21,95.0,21.0,41.0,182.0,57.0
2010-05-22,37.0,23.0,35.0,188.0,245.0
2010-05-23,55.0,2.0,39.0,153.0,141.0
2010-05-24,26.0,9.0,15.0,164.0,110.0
2010-05-25,5.0,30.0,49.0,188.0,88.0
2010-05-26,47.0,12.0,38.0,179.0,120.0
2010-05-27,50.0,28.0,58.0,154.0,134.0
2010-05-28,73.0,26.0,37.0,161.0,175.0
2010-05-29,42.0,11.0,60.0,160.0,212.0
2010-05-30,39.0,4.0,12.0,106.0,126.0
2010-05-31,36.0,8.0,29.0,148.0,71.0
2010-06-01,66.0,10.0,18.0,183.0,102.0
2010-06-02,100.0,30.0,53.0,105.0,165.0
2010-06-03,99.0,29.0,27.0,158.0,281.0
2010-06-04,24.0,18.0,48.0,111.0,296.0
2010-06-05,67.0,13.0,11.0,120.0,104.0
2010-06-06,43.0,26.0,13.0,114.0,159.0
2010-06-07,75.0,18.0,22.0,196.0,162.0
2010-06-08,15.0,24.0,42.0,120.0,213.0
2010-06-09,97.0,1.0,25.0,161.0,96.0
2010-06-10,77.0,23.0,54.0,120.0,189.0
2010-06-11,88.0,12.0,50.0,126.0,213.0
2010-06-12,64.0,6.0,40.0,142.0,195.0
2010-06-13,84.0,15.0,19.0,134.0,145.0
2010-06-14,56.0,17.0,27.0,181.0,207.0
2010-06-15,22.0,15.0,47.0,140.0,174.0
2010-06-16,43.0,20.0,18.0,167.0,100.0
2010-06-17,61.0,15.0,17.0,130.0,137.0
2010-06-18,87.0,19.0,58.0,200.0,167.0
2010-06-19,82.0,7.0,26.0,122.0,241.0
2010-06-20,99.0,0.0,17.0,115.0,185.0
2010-06-21,38.0,28.0,52.0,127.0,192.0
2010-06-22,93.0,21.0,13.0,197.0,147.0
2010-06-23,47.0,30.0,44.0,151.0,240.0
2010-06-24,37.0,3.0,28.0,171.0,192.0
2010-06-25,62.0,11.0,35.0,149.0,83.0
2010-06-26,83.0,21.0,14.0,121.0,161.0
2010-06-27,77.0,10.0,44.0,106.0,241.0
2010-06-28,98.0,27.0,28.0,138.0,173.0
2010-06-29,39.0,3.0,55.0,165.0,308.0
2010-06-30,26.0,30.0,34.0,186.0,91.0
2010-07-01,95.0,14.0,40.0,103.0,143.0
2010-07-02,80.0,21.0,14.0,138.0,252.0
2010-07-03,97.0,27.0,19.0,168.0,233.0
2010-07-04,6.0,23.0,24.0,148.0,268.0
2010-07-05,37.0,21.0,38.0,111.0,74.0
2010-07-06,63.0,13.0,13.0,141.0,149.0
2010-07-07,75.0,30.0,38.0,123.0,158.0
2010-07-08,36.0,22.0,21.0,181.0,235.0
2010-07-09,9.0,18.0,51.0,126.0,122.0
2010-07-10,63.0,14.0,57.0,117.0,71.0
2010-07-11,80.0,6.0,58.0,137.0,190.0
2010-07-12,36.0,17.0,20.0,144.0,174.0
2010-07-13,15.0,12.0,46.0,151.0,125.0
2010-07-14,5.0,24.0,17.0,184.0,64.0
2010-07-15,61.0,29.0,59.0,187.0,77.0
2010-07-16,6.0,16.0,17.0,125.0,215.0
2010-07-17,56.0,25.0,41.0,170.0,57.0
2010-07-18,11.0,23.0,29.0,182.0,183.0
2010-07-19,65.0,18.0,25.0,143.0,93.0
2010-07-20,74.0,12.0,50.0,179.0,178.0
2010-07-21,5.0,10.0,24.0,122.0,198.0
2010-07-22,97.0,22.0,23.0,142.0,40.0
2010-07-23,68.0,4.0,36.0,184.0,251.0
2010-07-24,24.0,3.0,25.0,136.0,152.0
2010-07-25,28.0,28.0,53.0,163.0,59.0
2010-07-26,90.0,2.0,41.0,117.0,139.0
2010-07-27,13.0,24.0,48.0,157.0,187.0
2010-07-28,79.0,10.0,35.0,107.0,106.0
2010-07-29,63.0,15.0,58.0,195.0,210.0
2010-07-30,45.0,5.0,13.0,111.0,160.0
2010-07-31,81.0,13.0,16.0,162.0,128.0
2010-08-01,71.0,26.0,41.0,180.0,200.0
2010-08-02,8.0,16.0,58.0,197.0,234.0
2010-08-03,33.0,9.0,39.0,169.0,65.0
2010-08-04,73.0,18.0,54.0,135.0,85.0
2010-08-05,22.0,23.0,57.0,129.0,196.0
2010-08-06,49.0,21.0,36.0,113.0,120.0
2010-08-07,5.0,1.0,24.0,177.0,170.0
2010-08-08,32.0,19.0,36.0,152.0,22.0
2010-08-09,87.0,24.0,57.0,147.0,108.0
2010-08-10,53.0,19.0,54.0,178.0,246.0
2010-08-11,29.0,28.0,40.0,189.0,163.0
2010-08-12,99.0,1.0,37.0,184.0,153.0
2010-08-13,48.0,1.0,37.0,198.0,190.0
2010-08-14,52.0,23.0,33.0,118.0,94.0
2010-08-15,81.0,25.0,35.0,105.0,178.0
2010-08-16,50.0,7.0,18.0,122.0,265.0
2010-08-17,69.0,26.0,16.0,139.0,132.0
2010-08-18,33.0,21.0,28.0,168.0,228.0
2010-08-19,87.0,5.0,27.0,132.0,119.0
2010-08-20,9.0,23.0,43.0,160.0,184.0
2010-08-21,75.0,4.0,23.0,132.0,95.0
2010-08-22,32.0,8.0,39.0,148.0,183.0
2010-08-23,24.0,8.0,32.0,123.0,95.0
2010-08-24,48.0,1.0,35.0,193.0,59.0
2010-08-25,77.0,8.0,28.0,157.0,91.0
2010-08-26,61.0,9.0,57.0,104.0,173.0
2010-08-27,60.0,19.0,11.0,154.0,143.0
2010-08-28,67.0,6.0,24.0,140.0,193.0
2010-08-29,33.0,8.0,28.0,129.0,155.0
2010-08-30,55.0,28.0,54.0,112.0,63.0
2010-08-31,15.0,22.0,42.0,109.0,190.0
2010-09-01,10.0,29.0,55.0,129.0,108.0
2010-09-02,94.0,17.0,12.0,114.0,116.0
2010-09-03,78.0,18.0,26.0,175.0,244.0
2010-09-04,39.0,26.0,34.0,132.0,211.0
2010-09-05,25.0,8.0,35.0,182.0,150.0
2010-09-06,55.0,7.0,12.0,102.0,91.0
2010-09-07,21.0,4.0,34.0,144.0,131.0
2010-09-08,89.0,13.0,22.0,122.0,65.0
2010-09-09,97.0,19.0,38.0,115.0,209.0
2010-09-10,46.0,4.0,37.0,162.0,251.0
2010-09-11,39.0,25.0,60.0,181.0,113.0
2010-09-12,10.0,18.0,16.0,102.0,164.0
2010-09-13,56.0,14.0,35.0,116.0,71.0
2010-09-14,56.0,9.0,15.0,147.0,157.0
2010-09-15,53.0,1.0,51.0,170.0,132.0
2010-09-16,17.0,25.0,38.0,177.0,127.0
2010-09-17,78.0,18.0,48.0,198.0,81.0
2010-09-18,25.0,16.0,22.0,146.0,201.0
2010-09-19,14.0,24.0,33.0,156.0,89.0
2010-09-20,99.0,25.0,41.0,199.0,92.0
2010-09-21,44.0,2.0,27.0,105.0,258.0
2010-09-22,89.0,5.0,21.0,160.0,88.0
2010-09-23,17.0,11.0,33.0,106.0,212.0
2010-09-24,9.0,6.0,58.0,158.0,81.0
2010-09-25,54.0,23.0,23.0,187.0,37.0
2010-09-26,75.0,16.0,15.0,137.0,175.0
2010-09-27,95.0,12.0,40.0,193.0,189.0
2010-09-28,94.0,7.0,40.0,109.0,241.0
2010-09-29,22.0,7.0,24.0,115.0,222.0
2010-09-30,86.0,28.0,11.0,142.0,59.0
2010-10-01,4.0,3.0,22.0,196.0,263.0
2010-10-02,54.0,25.0,24.0,171.0,8.0
2010-10-03,35.0,16.0,49.0,174.0,192.0
2010-10-04,6.0,19.0,46.0,106.0,121.0
2010-10-05,32.0,12.0,33.0,182.0,72.0
2010-10-06,72.0,26.0,58.0,157.0,88.0
2010-10-07,11.0,24.0,54.0,111.0,209.0
2010-10-08,73.0,13.0,40.0,128.0,90.0
2010-10-09,91.0,8.0,49.0,112.0,186.0
2010-10-10,98.0,14.0,14.0,183.0,202.0
2010-10-11,70.0,8.0,54.0,144.0,239.0
2010-10-12,84.0,6.0,40.0,169.0,155.0
2010-10-13,38.0,16.0,54.0,178.0,172.0
2010-10-14,83.0,30.0,32.0,117.0,123.0
2010-10-15,26.0,11.0,53.0,167.0,250.0
2010-10-16,38.0,23.0,49.0,133.0,95.0
2010-10-17,75.0,9.0,30.0,167.0,145.0
2010-10-18,3.0,13.0,29.0,112.0,175.0
2010-10-19,34.0,11.0,22.0,196.0,36.0
2010-10-20,11.0,5.0,20.0,119.0,86.0
2010-10-21,95.0,18.0,29.0,175.0,37.0
2010-10-22,97.0,22.0,27.0,138.0,254.0
2010-10-23,86.0,0.0,38.0,162.0,256.0
2010-10-24,49.0,22.0,20.0,187.0,183.0
2010-10-25,26.0,26.0,35.0,116.0,140.0
2010-10-26,55.0,27.0,46.0,125.0,134.0
2010-10-27,37.0,25.0,48.0,115.0,202.0
2010-10-28,38.0,3.0,28.0,180.0,140.0
2010-10-29,61.0,25.0,51.0,117.0,81.0
2010-10-30,21.0,12.0,31.0,146.0,210.0
2010-10-31,29.0,17.0,52.0,148.0,58.0
2010-11-01,91.0,16.0,56.0,123.0,132.0
2010-11-02,89.0,0.0,45.0,154.0,210.0
2010-11-03,69.0,23.0,36.0,106.0,181.0
2010-11-04,40.0,3.0,33.0,185.0,200.0
2010-11-05,69.0,5.0,44.0,137.0,107.0
2010-11-06,32.0,12.0,16.0,188.0,152.0
2010-11-07,27.0,4.0,22.0,151.0,88.0
2010-11-08,99.0,0.0,11.0,190.0,69.0
2010-11-09,37.0,21.0,32.0,179.0,201.0
2010-11-10,92.0,27.0,53.0,126.0,130.0
2010-11-11,52.0,24.0,22.0,135.0,273.0
2010-11-12,59.0,3.0,45.0,158.0,177.0
2010-11-13,38.0,13.0,29.0,191.0,113.0
2010-11-14,55.0,28.0,35.0,165.0,114.0
2010-11-15,52.0,27.0,35.0,138.0,202.0
2010-11-16,22.0,21.0,40.0,104.0,183.0
2010-11-17,17.0,25.0,44.0,103.0,113.0
2010-11-18,52.0,8.0,26.0,101.0,112.0
2010-11-19,77.0,7.0,38.0,168.0,130.0
2010-11-20,79.0,20.0,52.0,124.0,181.0
2010-11-21,24.0,24.0,15.0,143.0,207.0
2010-11-22,96.0,10.0,39.0,114.0,121.0
2010-11-23,20.0,29.0,55.0,186.0,223.0
2010-11-24,87.0,24.0,16.0,104.0,148.0
2010-11-25,70.0,10.0,14.0,141.0,250.0
2010-11-26,13.0,4.0,55.0,141.0,164.0
2010-11-27,82.0,10.0,29.0,120.0,50.0
2010-11-28,85.0,3.0,14.0,139.0,201.0
2010-11-29,94.0,8.0,48.0,183.0,177.0
2010-11-30,4.0,18.0,31.0,160.0,216.0
2010-12-01,79.0,8.0,44.0,148.0,56.0
2010-12-02,94.0,21.0,41.0,183.0,184.0
2010-12-03,95.0,3.0,26.0,124.0,267.0
2010-12-04,84.0,18.0,42.0,139.0,201.0
2010-12-05,54.0,10.0,55.0,101.0,225.0
2010-12-06,63.0,16.0,30.0,133.0,127.0
2010-12-07,40.0,22.0,44.0,122.0,204.0
2010-12-08,58.0,29.0,12.0,151.0,139.0
2010-12-09,3.0,23.0,19.0,140.0,190.0
2010-12-10,40.0,9.0,13.0,155.0,85.0
2010-12-11,30.0,20.0,47.0,123.0,93.0
2010-12-12,46.0,3.0,26.0,139.0,123.0
2010-12-13,34.0,29.0,42.0,117.0,104.0
2010-12-14,52.0,9.0,56.0,125.0,172.0
2010-12-15,65.0,19.0,37.0,163.0,110.0
2010-12-16,1.0,10.0,38.0,150.0,201.0
2010-12-17,30.0,1.0,44.0,197.0,23.0
2010-12-18,29.0,24.0,28.0,148.0,82.0
2010-12-19,10.0,19.0,16.0,147.0,130.0
2010-12-20,7.0,12.0,38.0,197.0,75.0
2010-12-21,51.0,11.0,60.0,136.0,55.0
2010-12-22,30.0,20.0,48.0,118.0,155.0
2010-12-23,10.0,12.0,23.0,149.0,97.0
2010-12-24,72.0,25.0,47.0,156.0,60.0
2010-12-25,63.0,7.0,55.0,178.0,218.0
2010-12-26,25.0,7.0,31.0,165.0,130.0
2010-12-27,38.0,12.0,31.0,131.0,83.0
2010-12-28,73.0,8.0,56.0,120.0,123.0
2010-12-29,66.0,13.0,13.0,134.0,146.0
2010-12-30,87.0,22.0,12.0,148.0,168.0
2010-12-31,62.0,7.0,40.0,191.0,232.0
2011-01-01,20.0,21.0,43.0,199.0,146.0
2011-01-02,27.0,5.0,11.0,115.0,96.0
2011-01-03,26.0,23.0,33.0,109.0,79.0
2011-01-04,77.0,2.0,48.0,126.0,124.0
2011-01-05,56.0,23.0,50.0,193.0,161.0
2011-01-06,67.0,1.0,33.0,160.0,185.0
2011-01-07,1.0,25.0,59.0,103.0,144.0
2011-01-08,9.0,16.0,11.0,181.0,80.0
2011-01-09,50.0,15.0,35.0,197.0,74.0
2011-01-10,35.0,7.0,55.0,136.0,163.0
2011-01-11,26.0,20.0,46.0,199.0,89.0
2011-01-12,30.0,23.0,50.0,194.0,104.0
2011-01-13,3.0,19.0,47.0,198.0,116.0
2011-01-14,10.0,20.0,42.0,123.0,65.0
2011-01-15,97.0,14.0,45.0,146.0,95.0
2011-01-16,89.0,26.0,42.0,174.0,227.0
2011-01-17,66.0,8.0,50.0,145.0,254.0
2011-01-18,11.0,14.0,59.0,147.0,152.0
2011-01-19,92.0,1.0,35.0,153.0,68.0
2011-01-20,26.0,23.0,22.0,176.0,193.0
2011-01-21,59.0,20.0,33.0,116.0,147.0
2011-01-22,70.0,2.0,44.0,191.0,175.0
2011-01-23,76.0,10.0,29.0,177.0,159.0
2011-01-24,81.0,1.0,33.0,172.0,181.0
2011-01-25,14.0,28.0,35.0,165.0,171.0
2011-01-26,18.0,4.0,30.0,103.0,89.0
2011-01-27,45.0,11.0,31.0,158.0,34.0
2011-01-28,2.0,6.0,13.0,194.0,129.0
2011-01-29,47.0,6.0,10.0,153.0,20.0
2011-01-30,87.0,23.0,26.0,164.0,98.0
2011-01-31,63.0,18.0,30.0,178.0,254.0
2011-02-01,84.0,9.0,28.0,137.0,175.0
2011-02-02,92.0,0.0,18.0,143.0,182.0
2011-02-03,99.0,27.0,28.0,186.0,198.0
2011-02-04,74.0,2.0,26.0,184.0,263.0
2011-02-05,40.0,10.0,15.0,169.0,137.0
2011-02-06,58.0,28.0,50.0,133.0,103.0
2011-02-07,16.0,7.0,53.0,105.0,195.0
2011-02-08,53.0,11.0,33.0,184.0,49.0
2011-02-09,67.0,22.0,36.0,101.0,140.0
2011-02-10,36.0,25.0,54.0,155.0,203.0
2011-02-11,43.0,28.0,36.0,145.0,155.0
2011-02-12,2.0,19.0,40.0,129.0,178.0
2011-02-13,99.0,13.0,41.0,140.0,58.0
2011-02-14,89.0,23.0,40.0,149.0,233.0
2011-02-15,85.0,18.0,11.0,154.0,235.0
2011-02-16,8.0,24.0,34.0,174.0,227.0
2011-02-17,68.0,19.0,30.0,115.0,73.0
2011-02-18,67.0,27.0,14.0,128.0,168.0
2011-02-19,78.0,27.0,51.0,162.0,195.0
2011-02-20,37.0,28.0,26.0,154.0,229.0
2011-02-21,13.0,1.0,22.0,101.0,153.0
2011-02-22,74.0,11.0,20.0,156.0,24.0
2011-02-23,93.0,17.0,26.0,110.0,168.0
2011-02-24,76.0,23.0,32.0,131.0,228.0
2011-02-25,42.0,26.0,31.0,115.0,214.0
2011-02-26,57.0,16.0,38.0,188.0,150.0
2011-02-27,66.0,18.0,19.0,125.0,173.0
2011-02-28,46.0,20.0,20.0,154.0,187.0
2011-03-01,12.0,2.0,16.0,121.0,148.0
2011-03-02,47.0,22.0,57.0,121.0,18.0
2011-03-03,86.0,6.0,51.0,195.0,160.0
2011-03-04,2.0,18.0,13.0,147.0,186.0
2011-03-05,51.0,24.0,57.0,189.0,69.0
2011-03-06,23.0,28.0,57.0,127.0,170.0
2011-03-07,10.0,6.0,29.0,143.0,130.0
2011-03-08,37.0,24.0,29.0,143.0,25.0
2011-03-09,77.0,14.0,47.0,160.0,142.0
2011-03-10,63.0,11.0,56.0,128.0,186.0
2011-03-11,44.0,8.0,25.0,197.0,163.0
2011-03-12,26.0,25.0,31.0,111.0,110.0
2011-03-13,78.0,17.0,35.0,162.0,123.0
2011-03-14,62.0,4.0,54.0,134.0,204.0
2011-03-15,34.0,9.0,23.0,121.0,128.0
2011-03-16,55.0,19.0,17.0,148.0,101.0
2011-03-17,44.0,7.0,20.0,103.0,158.0
2011-03-18,71.0,14.0,13.0,127.0,115.0
2011-03-19,5.0,22.0,52.0,133.0,188.0
2011-03-20,40.0,21.0,24.0,112.0,76.0
2011-03-21,30.0,3.0,56.0,166.0,149.0
2011-03-22,65.0,20.0,55.0,118.0,62.0
2011-03-23,66.0,15.0,12.0,193.0,201.0
2011-03-24,39.0,26.0,39.0,151.0,186.0
2011-03-25,3.0,13.0,30.0,158.0,158.0
2011-03-26,87.0,10.0,39.0,147.0,47.0
2011-03-27,94.0,30.0,30.0,160.0,209.0
2011-03-28,82.0,9.0,53.0,159.0,288.0
2011-03-29,77.0,2.0,58.0,152.0,188.0
2011-03-30,25.0,2.0,53.0,103.0,167.0
2011-03-31,60.0,25.0,56.0,112.0,63.0
2011-04-01,36.0,19.0,15.0,118.0,190.0
2011-04-02,19.0,4.0,16.0,121.0,133.0
2011-04-03,18.0,0.0,29.0,158.0,46.0
2011-04-04,85.0,14.0,24.0,181.0,33.0
2011-04-05,6.0,24.0,13.0,105.0,198.0
2011-04-06,80.0,3.0,12.0,126.0,87.0
2011-04-07,97.0,3.0,20.0,133.0,192.0
2011-04-08,65.0,28.0,44.0,166.0,210.0
2011-04-09,45.0,11.0,32.0,164.0,225.0
2011-04-10,77.0,29.0,44.0,176.0,124.0
2011-04-11,0.0,16.0,57.0,184.0,238.0
2011-04-12,96.0,9.0,49.0,193.0,65.0
2011-04-13,76.0,28.0,31.0,125.0,219.0
2011-04-14,18.0,10.0,35.0,161.0,214.0
2011-04-15,42.0,5.0,11.0,198.0,53.0
2011-04-16,88.0,25.0,15.0,122.0,91.0
2011-04-17,94.0,4.0,55.0,122.0,261.0
2011-04-18,7.0,18.0,48.0,193.0,213.0
2011-04-19,89.0,14.0,55.0,110.0,72.0
2011-04-20,24.0,13.0,30.0,191.0,230.0
2011-04-21,63.0,26.0,48.0,131.0,107.0
2011-04-22,69.0,6.0,51.0,164.0,217.0
2011-04-23,4.0,5.0,53.0,175.0,153.0
2011-04-24,57.0,19.0,52.0,114.0,26.0
2011-04-25,23.0,10.0,34.0,122.0,168.0
2011-04-26,18.0,16.0,30.0,122.0,81.0
2011-04-27,99.0,20.0,51.0,181.0,69.0
2011-04-28,73.0,2.0,37.0,126.0,257.0
2011-04-29,24.0,15.0,28.0,154.0,174.0
2011-04-30,56.0,16.0,58.0,154.0,102.0
2011-05-01,72.0,13.0,39.0,140.0,172.0
2011-05-02,8.0,10.0,25.0,108.0,185.0
2011-05-03,12.0,20.0,59.0,191.0,39.0
2011-05-04,67.0,6.0,44.0,120.0,117.0
2011-05-05,30.0,21.0,23.0,102.0,144.0
2011-05-06,27.0,22.0,46.0,150.0,124.0
2011-05-07,69.0,21.0,48.0,156.0,109.0
2011-05-08,57.0,26.0,39.0,103.0,195.0
2011-05-09,63.0,11.0,20.0,172.0,188.0
2011-05-10,92.0,6.0,23.0,191.0,167.0
2011-05-11,62.0,23.0,16.0,153.0,211.0
2011-05-12,17.0,7.0,33.0,120.0,183.0
2011-05-13,7.0,4.0,54.0,173.0,60.0
2011-05-14,68.0,7.0,43.0,191.0,31.0
2011-05-15,14.0,20.0,18.0,150.0,153.0
2011-05-16,33.0,21.0,27.0,140.0,105.0
2011-05-17,78.0,5.0,40.0,186.0,111.0
2011-05-18,86.0,18.0,41.0,128.0,180.0
2011-05-19,33.0,6.0,15.0,106.0,237.0
2011-05-20,3.0,17.0,21.0,148.0,86.0
2011-05-21,47.0,23.0,54.0,179.0,65.0
2011-05-22,97.0,23.0,34.0,173.0,160.0
2011-05-23,87.0,5.0,52.0,174.0,273.0
2011-05-24,2.0,8.0,44.0,100.0,212.0
2011-05-25,17.0,16.0,35.0,107.0,37.0
2011-05-26,28.0,30.0,27.0,185.0,74.0
2011-05-27,95.0,19.0,28.0,116.0,134.0
2011-05-28,7.0,2.0,45.0,191.0,227.0
2011-05-29,13.0,27.0,19.0,150.0,33.0
2011-05-30,38.0,13.0,28.0,161.0,115.0
2011-05-31,39.0,17.0,25.0,188.0,119.0
2011-06-01,3.0,7.0,47.0,116.0,129.0
2011-06-02,36.0,1.0,12.0,133.0,45.0
2011-06-03,56.0,5.0,20.0,171.0,76.0
2011-06-04,90.0,20.0,56.0,176.0,131.0
2011-06-05,78.0,13.0,52.0,142.0,253.0
2011-06-06,61.0,25.0,17.0,174.0,183.0
2011-06-07,96.0,18.0,49.0,133.0,187.0
2011-06-08,1.0,2.0,15.0,158.0,260.0
2011-06-09,97.0,8.0,31.0,192.0,16.0
2011-06-10,61.0,4.0,56.0,168.0,216.0
2011-06-11,82.0,0.0,32.0,194.0,129.0
2011-06-12,77.0,9.0,26.0,104.0,146.0
2011-06-13,99.0,29.0,28.0,128.0,183.0
2011-06-14,73.0,14.0,51.0,190.0,286.0
2011-06-15,52.0,19.0,33.0,148.0,196.0
2011-06-16,29.0,29.0,36.0,143.0,168.0
2011-06-17,52.0,9.0,52.0,199.0,144.0
2011-06-18,13.0,11.0,49.0,175.0,128.0
2011-06-19,93.0,11.0,30.0,132.0,62.0
2011-06-20,25.0,24.0,56.0,161.0,218.0
2011-06-21,20.0,13.0,44.0,128.0,125.0
2011-06-22,60.0,25.0,21.0,128.0,74.0
2011-06-23,62.0,9.0,56.0,158.0,209.0
2011-06-24,48.0,22.0,58.0,182.0,162.0
2011-06-25,12.0,30.0,26.0,160.0,172.0
2011-06-26,14.0,10.0,36.0,193.0,97.0
